PC1.SP,PC1.PV,PC1.OP,FC3.SP,FC3.PV,FC3.OP,TI1.PV,TI2.PV,LC1.SP,LC1.PV,LC1.OP,FI1.PV,FC1.SP,FC1.PV,FC1.OP,FC2.SP,FC2.PV,FC2.OP,PI1.PV,FC4.SP,FC4.PV,FC4.OP,TI5.PV,TI4.PV,TC1.SP,TC1.PV,TC1.OP,FC6.SP,FC6.PV,FC6.OP,TI6.PV,PC2.SP,PC2.PV,PC2.OP,LC3.SP,LC3.PV,LC3.OP,FI2.PV,FC5.SP,FC5.PV,FC5.OP,FI5.PV,TI3.PV,LC2.SP,LC2.PV,LC2.OP,FC8.SP,FC8.PV,FC8.OP,FI4.PV,TC2.SP,TC2.PV,TC2.OP,TI8.PV,TI7.PV,PI2.PV,FI3.PV,FC7.SP,FC7.PV,FC7.OP,Sample Time (seconds)
3.7501,3.7585,57.694,6080.9,6069.6,24.913,81.59,62.788,54,53.108,51.403,28.944,8.1969,8.0511,18.802,2.2088,2.2197,21.75,31.835,13.3997,13.42,14.646,89.997,97.038,105.751,106.626,22.558,1907.7,1878.3,40.476,117.318,7.6,7.4015,42.222,42,42.097,62.778,15.175,4.4578,4.481,45,9.9289,10.845,42.998,42.373,7.3611,0.89459,0.90159,9.0903,2.2371,63.294,63.106,16.364,88.329,91.5,1.59775,2.1672,675,672.79,59.997,20
3.7501,3.7446,57.833,6083.3,6075.5,24.924,81.59,62.788,54,53.466,50.403,29.1,8.1375,8.0536,18.91,2.2144,2.2197,21.736,31.835,13.3997,13.435,14.625,89.913,96.871,105.751,106.501,22.797,1918,1921,40.087,117.177,7.6,7.4293,42.5,42,42.153,62.917,15.04,4.4821,4.4873,45.333,10.1573,10.845,42.998,42.394,7.3611,0.89196,0.90159,8.8785,2.2282,63.294,63.153,16.217,88.329,91.54,1.59462,2.1491,675,668.72,60.09,20
3.7501,3.7362,57.917,6080.9,6065.4,24.983,81.59,62.705,54,53.424,50.569,27.756,8.1545,8.0568,19.191,2.2124,2.2138,21.722,31.752,13.3997,13.446,14.583,89.872,96.788,105.751,106.417,22.955,1943.5,1946.6,40.378,117.083,7.6,7.4432,42.5,42,42.458,63.681,14.672,4.4974,4.4692,46.111,10.3211,10.845,42.998,42.217,6.9722,0.88921,0.90309,8.5868,2.2344,63.294,63.2,16.066,88.287,91.5,1.58837,2.1115,675,675.75,59.99,20
3.7501,3.7529,57.778,6069,6087.8,24.882,81.59,62.746,54,53.757,49.486,30.54,8.044,8.0596,18.781,2.2144,2.2138,21.736,31.752,13.3997,13.43,14.563,89.83,96.746,105.751,106.334,23.113,1935.8,1916.7,41,117.083,7.6,7.4821,43.056,42,42.33,63.472,14.809,4.5134,4.4755,46.389,10.6695,10.845,42.998,42.38,7.25,0.88646,0.90159,8.3021,2.2395,63.294,63.247,15.914,88.329,91.5,1.57585,2.1348,675,682.39,59.878,20
3.7501,3.7613,57.694,6061.8,6079.7,24.906,81.59,62.746,54,53.67,49.819,28.077,8.078,8.0596,18.927,2.2108,2.2169,21.708,31.835,13.3997,13.42,14.594,89.788,96.663,105.751,106.333,23.108,1948.6,1964.9,40.358,117.13,7.6,7.5238,43.667,42,42.469,63.819,14.456,4.5127,4.463,46.833,10.3183,10.845,42.998,42.294,7.0278,0.88083,0.89859,7.9444,2.252,63.294,63.34,15.6,88.371,91.5,1.58524,2.0028,675,677.66,60.017,20
3.7501,3.7474,57.833,6073.7,6090.2,24.931,81.59,62.746,54,53.702,49.819,28.989,8.078,8.0536,19.083,2.2161,2.2083,21.806,31.752,13.3997,13.516,14.462,89.788,96.663,105.751,106.334,23.098,1951.2,1946.2,40.882,117.177,7.6,7.5433,43.944,42,42.486,63.889,14.432,4.512,4.4755,46.722,9.9942,10.845,42.998,42.217,6.8611,0.87508,0.89246,7.6007,2.2638,63.294,63.434,15.282,88.412,91.5,1.56647,2.1147,675,671.56,60.191,20
3.7501,3.714,58.194,6104.8,6087.8,25.09,81.59,62.746,54,53.893,49.236,29.711,8.0186,8.0596,18.878,2.2177,2.2052,21.847,31.752,13.3997,13.456,14.493,89.788,96.663,105.751,106.334,23.09,1938.4,1946.1,40.611,117.224,7.6,7.5934,44.889,42,42.337,63.542,14.193,4.5113,4.4755,46.889,9.5055,10.845,42.998,42.318,7.0278,0.86933,0.88627,7.2847,2.2742,63.294,63.528,14.958,88.371,91.45,1.58211,2.0552,675,668.72,60.309,20
3.7501,3.7168,58.167,6102.4,6096.4,25.066,81.59,62.788,54,53.518,50.319,29.686,8.129,8.0738,19.427,2.2249,2.2083,21.944,31.779,13.3997,13.435,14.552,89.83,96.705,105.751,106.334,23.082,1935.8,1927.7,40.865,117.318,7.6,7.5711,44.444,42,42.278,63.472,14.912,4.5106,4.4873,46.722,9.7637,10.845,42.998,42.221,6.8611,0.86345,0.88152,6.9236,2.2892,63.294,63.622,14.63,88.412,91.45,1.58524,2.1234,675,672.13,60.319,20
3.7501,3.739,57.944,6083.3,6098.2,24.99,81.54,62.746,54,53.58,50.153,28.471,8.112,8.0908,19.358,2.2352,2.2111,22.139,31.807,13.3997,13.3997,14.601,89.83,96.746,105.751,106.376,22.991,1948.6,1931.1,41.215,117.318,7.6,7.6462,46,42,42.42,63.819,14.033,4.5009,4.4755,46.944,9.972,10.845,42.998,42.266,6.8611,0.85733,0.87008,6.7153,2.327,63.294,63.715,14.296,88.412,91.45,1.57273,2.081,675,669.89,60.42,20
3.7501,3.7418,57.944,6083.3,6071.4,25.09,81.54,62.746,54,53.855,49.319,30.346,8.0271,8.1106,18.91,2.2422,2.2083,22.458,31.807,13.3997,13.486,14.524,89.872,96.83,105.751,106.46,22.813,1933.3,1934.1,40.882,117.411,7.6,7.6462,46.111,42,42.236,63.403,14.558,4.4835,4.463,46.944,9.7061,10.845,42.998,42.162,6.5833,0.85408,0.86502,6.5243,2.3309,63.294,63.762,14.115,88.371,91.45,1.5696,2.0545,675,669.89,60.483,20
3.7501,3.7362,58,6088.1,6086,25.056,81.54,62.788,54,53.851,49.403,27.222,8.0356,8.1106,18.674,2.2474,2.2052,22.792,31.807,13.3997,13.3637,14.684,89.913,96.913,105.751,106.542,22.638,1958.8,1966,40.767,117.458,7.6,7.699,47.278,42,42.528,64.097,15.064,4.4661,4.4873,45.944,9.6034,10.876,42.998,42.356,6.9722,0.8537,0.85989,6.4236,2.3337,63.294,63.762,14.089,88.412,91.45,1.57273,2.0677,675,668.23,60.583,20
3.7501,3.7168,58.194,6104.8,6086,25.115,81.54,62.746,54,53.709,49.903,28.716,8.0865,8.1162,18.743,2.2491,2.2111,23.042,31.807,13.3997,13.3637,14.688,89.955,96.996,105.751,106.626,22.46,1961.4,1941,41.406,117.505,7.6,7.7602,48.722,42,42.514,64.167,14.602,4.448,4.4995,45.333,10.2475,10.876,42.998,42.228,6.6944,0.8532,0.85989,6.3056,2.3295,63.294,63.762,14.063,88.412,91.45,1.55708,2.0431,675,673.23,60.563,20
3.7501,3.7335,58.056,6100,6079.7,25.174,81.54,62.746,54,53.91,49.236,27.208,8.0186,8.1049,18.361,2.2405,2.1997,23.375,31.807,13.3997,13.415,14.674,89.997,97.08,105.751,106.709,22.282,1925.6,1944.4,40.611,117.552,7.6,7.7407,48.556,42,42.125,63.264,15.148,4.4299,4.481,45.056,10.0414,10.876,42.998,42.332,6.9167,0.8527,0.85645,6.2882,2.3296,63.294,63.762,14.038,88.412,91.45,1.54457,2.0243,675,671.27,60.663,20
3.7501,3.7223,58.167,6102.4,6077.6,25.198,81.5,62.746,54,53.955,49.153,29.442,8.0016,8.1049,17.913,2.2458,2.2083,23.653,31.752,13.3997,13.41,14.663,89.997,97.121,105.751,106.792,22.101,1895,1918.5,40.26,117.552,7.6,7.7463,48.944,42,41.795,62.361,14.912,4.4119,4.4755,44.5,9.5458,10.876,42.998,42.169,6.5278,0.8522,0.85464,6.2222,2.3336,63.294,63.762,14.012,88.454,91.45,1.56021,2.0611,675,666.59,60.83,20
3.7501,3.7112,58.278,6104.8,6092.3,25.167,81.54,62.746,54,53.629,50.069,29.707,8.112,8.1106,18.146,2.2491,2.2111,23.917,31.807,13.3997,13.3483,14.74,89.997,97.205,105.751,106.834,22.004,1900.1,1908.4,40.281,117.599,7.6,7.6601,47.444,42,41.861,62.569,15.006,4.4021,4.463,44.333,9.4007,10.876,42.998,42.235,6.6389,0.84895,0.85282,6.1493,2.3346,63.294,63.809,13.828,88.454,91.45,1.57585,1.9895,675,671.27,60.802,20
3.7501,3.7223,58.194,6104.8,6086,25.191,81.54,62.746,54,53.518,50.486,28.018,8.146,8.1021,18.566,2.2458,2.2111,24.125,31.752,13.3997,13.41,14.712,90.038,97.163,105.751,106.834,21.989,1887.3,1907.2,39.972,117.552,7.6,7.6712,47.778,42,41.694,62.153,15.269,4.4008,4.4445,44.333,9.7436,10.876,42.998,42.235,6.5833,0.8427,0.84745,6.0382,2.3409,63.294,63.903,13.484,88.496,91.45,1.56334,2.0319,675,671.69,60.872,20
3.7501,3.7168,58.25,6109.6,6100.3,25.198,81.5,62.746,54,53.455,50.653,28.652,8.163,8.1134,18.556,2.2491,2.2169,24.319,31.752,13.3997,13.3943,14.712,89.997,97.163,105.751,106.792,22.059,1895,1882.9,40.455,117.505,7.6,7.5016,44.389,42,41.788,62.361,15.922,4.416,4.4567,44.222,9.7721,10.876,42.998,42.394,6.8611,0.83932,0.84382,5.9236,2.3481,63.294,63.95,13.292,88.496,91.45,1.54457,2.0302,675,670.96,60.951,20
3.7501,3.7418,58.028,6090.5,6096.4,25.139,81.5,62.705,54,53.789,49.736,27.475,8.0695,8.1106,18.087,2.2458,2.2197,24.486,31.696,13.3997,13.44,14.649,89.955,97.038,105.751,106.667,22.296,1910.3,1905.9,40.319,117.365,7.6,7.4377,42.889,42,41.962,62.778,14.86,4.4313,4.4195,45.222,10.2281,10.876,42.998,42.391,6.8611,0.8387,0.84195,5.8542,2.3533,63.294,63.95,13.256,88.537,91.45,1.55083,2.0038,675,669.32,61.056,20
3.7501,3.7418,58.028,6090.5,6081.8,25.215,81.45,62.746,54,53.719,49.903,28.076,8.0865,8.1106,17.833,2.2458,2.2224,24.639,31.724,13.3997,13.404,14.646,89.913,96.913,105.751,106.542,22.535,1943.5,1938.7,40.67,117.177,7.6,7.4321,42.5,42,42.333,63.681,14.65,4.4557,4.4258,45.722,10.0198,10.876,42.998,42.314,6.6389,0.83519,0.84007,5.7396,2.3487,63.294,63.997,13.062,88.496,91.45,1.56334,2.0469,675,672.79,61.038,20
3.7501,3.7307,58.167,6102.4,6102.4,25.215,81.5,62.788,54,53.684,50.069,29.398,8.1035,8.1049,17.844,2.2474,2.2224,24.806,31.724,13.3997,13.43,14.597,89.83,96.746,105.751,106.416,22.777,1941,1941.1,40.729,117.13,7.6,7.4404,42.444,42,42.292,63.611,14.981,4.4793,4.4195,46.5,10.7687,10.876,42.998,42.415,6.8611,0.83169,0.8382,5.6389,2.355,63.294,64.044,12.866,88.537,91.4,1.5477,1.9993,675,672.47,61.097,20
3.7501,3.739,58.083,6095.2,6094.1,25.215,81.5,62.746,54,53.66,50.069,28.147,8.1035,8.1106,17.59,2.2422,2.228,24.861,31.696,13.3997,13.435,14.587,89.788,96.621,105.751,106.334,22.933,1969.1,1953.6,41.351,117.13,7.6,7.4821,43.056,42,42.538,64.375,14.124,4.4953,4.407,47.389,9.6839,10.876,42.998,42.366,6.6944,0.83094,0.83626,5.5556,2.3634,63.294,64.044,12.825,88.537,91.4,1.55708,2.0066,675,669.61,61.229,20
3.7501,3.7529,57.944,6083.3,6108.7,25.115,81.5,62.746,54,53.875,49.403,30.362,8.0356,8.1106,17.132,2.2474,2.2422,24.917,31.696,13.3997,13.415,14.587,89.788,96.58,105.751,106.292,23.009,1948.6,1936,41.351,117.13,7.6,7.5572,44.444,42,42.347,63.819,14.448,4.5029,4.4258,47.5,9.5,10.907,42.998,42.426,6.8056,0.83019,0.83244,5.5451,2.3633,63.294,64.044,12.783,88.537,91.4,1.5477,2.0379,675,671.41,61.243,20
3.7501,3.7529,57.972,6085.7,6100.3,25.167,81.5,62.788,54,53.882,49.569,27.937,8.0525,8.1162,17.083,2.2441,2.2366,24.986,31.724,13.3997,13.404,14.611,89.788,96.58,105.751,106.292,23.002,1974.2,1974.3,41.076,117.177,7.6,7.5405,43.944,42,42.594,64.514,14.621,4.5022,4.4258,47.833,9.0211,10.907,42.998,42.415,6.75,0.82657,0.83051,5.4549,2.3658,63.294,64.09,12.584,88.537,91.4,1.56334,2,675,677.66,61.153,20
3.7501,3.7196,58.306,6114.4,6098.2,25.281,81.5,62.746,54,54.049,48.986,29.457,7.9931,8.1021,16.722,2.2422,2.2477,24.875,31.696,13.3997,13.3837,14.615,89.788,96.58,105.751,106.291,22.997,1999.7,1969.7,41.913,117.224,7.6,7.5767,44.667,42,42.816,65.208,14.682,4.5015,4.4383,47.833,9.7103,10.907,42.998,42.328,6.5278,0.82569,0.82851,5.4028,2.3655,63.294,64.09,12.54,88.537,91.45,1.55708,1.9965,675,671.69,61.319,20
3.7501,3.7362,58.167,6102.4,6108.7,25.222,81.45,62.746,54,53.681,50.153,28.517,8.112,8.0908,17.014,2.2458,2.2535,24.819,31.696,13.3997,13.435,14.594,89.83,96.621,105.751,106.334,22.904,1979.3,1981.7,41.406,117.318,7.6,7.6517,46.167,42,42.59,64.653,14.633,4.4925,4.463,47.389,9.7138,10.907,42.998,42.301,6.4167,0.82782,0.82851,5.4306,2.3664,63.294,64.044,12.654,88.537,91.4,1.53519,2.0076,675,671.85,61.333,20
3.7501,3.6973,58.556,6135.9,6096.4,25.406,81.45,62.746,54,53.518,50.653,28.805,8.163,8.1106,17.101,2.2474,2.2621,24.722,31.696,13.3997,13.435,14.58,89.83,96.746,105.751,106.417,22.729,1966.5,1984,41,117.411,7.6,7.6462,46.167,42,42.469,64.306,14.818,4.4751,4.4567,47.222,10.5279,10.907,42.998,42.398,6.6389,0.82707,0.82657,5.4444,2.3643,63.294,64.044,12.612,88.537,91.4,1.51642,1.9965,675,672.63,61.365,20
3.7501,3.6778,58.778,6155,6137.1,25.392,81.4,62.705,54,53.816,49.653,29.331,8.061,8.1049,16.712,2.2441,2.2563,24.667,31.752,13.3997,13.379,14.632,89.83,96.788,105.751,106.459,22.636,1946.1,1951.6,41.021,117.458,7.6,7.6351,46.111,42,42.215,63.75,14.774,4.4661,4.4445,47.333,9.829,10.907,42.998,42.457,6.6944,0.82344,0.82657,5.3715,2.3629,63.294,64.09,12.413,88.537,91.36,1.47576,1.9836,675,673.96,61.333,20
3.7501,3.6918,58.694,6147.8,6129,25.465,81.45,62.705,54,53.733,49.986,29.877,8.095,8.1077,16.653,2.2474,2.2591,24.556,31.752,13.3997,13.369,14.653,89.83,96.83,105.751,106.458,22.629,1907.7,1927.4,40.573,117.458,7.6,7.6796,47.111,42,41.792,62.708,15.54,4.4564,4.4755,46.5,9.8588,10.907,42.998,42.432,6.6389,0.82269,0.82457,5.3299,2.3625,63.294,64.09,12.369,88.496,91.31,1.47576,1.9659,675,673.96,61.323,20
3.7501,3.689,58.75,6152.6,6163.6,25.406,81.45,62.663,54,53.907,49.569,29.442,8.0525,8.1021,16.604,2.2405,2.2674,24.319,31.807,13.3997,13.404,14.625,89.83,96.871,105.751,106.5,22.535,1941,1925.9,41.156,117.458,7.6,7.6406,46.389,42,42.142,63.611,14.959,4.4557,4.4567,46.833,9.2522,10.907,42.998,42.36,6.4722,0.82182,0.82457,5.2778,2.3693,63.294,64.09,12.325,88.454,91.26,1.49765,1.9645,675,677.81,61.243,20
3.7501,3.6945,58.75,6152.6,6163.6,25.424,81.54,62.663,54,53.573,50.486,29.402,8.146,8.0908,17.142,2.2369,2.2621,24.208,31.835,13.3997,13.3583,14.681,89.83,96.871,105.751,106.541,22.442,1930.7,1937.3,40.882,117.458,7.6,7.7018,47.722,42,42.045,63.333,14.857,4.4459,4.4567,46.556,9.3966,10.907,42.998,42.551,6.8056,0.82107,0.82457,5.2361,2.3743,63.294,64.09,12.282,88.496,91.26,1.49765,2.0021,675,686.93,61.007,20
3.7501,3.6862,58.889,6164.5,6157.7,25.49,81.59,62.621,54,53.886,49.569,28.477,8.0525,8.1021,16.819,2.2458,2.2563,24.194,31.863,13.3997,13.333,14.743,89.83,96.955,105.751,106.625,22.264,1915.4,1927.8,40.632,117.505,7.6,7.7324,48.556,42,41.865,62.917,14.832,4.4286,4.4567,46.111,10.2315,10.939,42.998,42.412,6.5278,0.82032,0.8205,5.2361,2.3791,63.294,64.09,12.238,88.454,91.26,1.50391,2.0142,675,678.54,61.156,20
3.7501,3.6751,59.028,6176.5,6167.8,25.507,81.64,62.663,54,53.552,50.569,27.93,8.1545,8.1021,17.628,2.2369,2.2646,23.958,31.918,13.3997,13.446,14.628,89.872,96.996,105.751,106.667,22.167,1928.2,1940.1,40.455,117.552,7.6,7.7324,48.778,42,41.979,63.264,15.167,4.4188,4.4755,45.333,9.2515,10.939,42.998,42.273,6.1944,0.81669,0.8205,5.1215,2.3855,63.294,64.137,12.036,88.454,91.31,1.51329,2.0326,675,674.53,61.163,20
3.7501,3.7168,58.639,6143,6143.3,25.434,81.64,62.663,54,53.67,50.319,30.216,8.129,8.1106,17.816,2.2441,2.2621,23.917,31.835,13.3997,13.333,14.743,89.872,96.955,105.751,106.709,22.071,1925.6,1931.8,40.594,117.552,7.6,7.6907,48.111,42,41.979,63.194,15.312,4.4091,4.481,44.833,9.9032,10.939,42.998,42.446,6.5833,0.81581,0.81638,5.1285,2.3912,63.294,64.137,11.989,88.496,91.31,1.53206,2.0264,675,682.39,60.969,20
3.7501,3.6945,58.889,6164.5,6153.5,25.476,81.64,62.663,54,53.702,50.236,27.105,8.1205,8.1106,18.167,2.2491,2.2646,23.819,31.863,13.3997,13.3997,14.729,89.913,96.996,105.751,106.666,22.144,1905.2,1925.1,40.184,117.552,7.6,7.674,47.944,42,41.767,62.639,15.173,4.4084,4.4505,45.167,10.4162,10.939,42.998,42.446,6.5278,0.81494,0.81638,5.0868,2.3877,63.294,64.137,11.942,88.454,91.36,1.56334,1.9492,675,679.89,60.979,20
3.7501,3.7084,58.778,6155,6151.4,25.424,81.68,62.705,54,53.49,50.819,30.185,8.1799,8.1134,18.83,2.2458,2.2621,23.667,31.863,13.3997,13.3737,14.729,89.913,96.996,105.751,106.667,22.129,1938.4,1919.9,41,117.505,7.6,7.5683,45.833,42,42.146,63.542,15.206,4.4147,4.4445,45.222,9.5979,10.939,42.998,42.464,6.5278,0.81694,0.81431,5.1701,2.38,63.294,64.09,12.053,88.496,91.4,1.58524,1.9826,675,679.48,60.934,20
3.7501,3.7418,58.444,6126.3,6135.3,25.351,81.68,62.705,54,53.393,51.153,25.962,8.2139,8.1049,19.406,2.2474,2.2621,23.597,31.863,13.3997,13.3377,14.802,89.872,96.955,105.751,106.583,22.286,1920.5,1910.5,40.785,117.365,7.6,7.4988,44.333,42,41.955,63.056,14.833,4.4306,4.4383,45.611,10.2364,10.939,42.998,42.304,6.1944,0.81331,0.81431,5.0868,2.3788,63.294,64.137,11.85,88.537,91.4,1.59462,1.9628,675,680.05,60.865,20
3.7501,3.7501,58.389,6121.5,6135.3,25.309,81.68,62.705,54,53.299,51.569,29.438,8.2564,8.1499,19.799,2.2699,2.2621,23.667,31.863,13.3997,13.482,14.663,89.83,96.788,105.751,106.458,22.526,1974.2,1962.9,41.059,117.224,7.6,7.4516,43.167,42,42.493,64.514,14.612,4.455,4.432,46.167,10.3946,10.939,42.998,42.443,6.4722,0.80681,0.81431,4.9201,2.3771,63.294,64.231,11.489,88.621,91.45,1.56647,2.042,675,681.51,60.764,20
3.7501,3.7279,58.639,6143,6155.3,25.309,81.73,62.705,54,53.393,51.236,29.478,8.2224,8.203,19.594,2.3027,2.2591,24.153,31.89,13.3997,13.446,14.701,89.788,96.621,105.751,106.334,22.765,2012.5,1983.8,41.66,117.177,7.6,7.4516,42.889,42,42.927,65.556,14.892,4.4786,4.432,46.778,9.6964,10.939,42.998,42.474,6.4722,0.80018,0.80575,4.8542,2.3819,63.294,64.325,11.122,88.621,91.45,1.54457,1.9642,675,680.78,60.694,20
3.7501,3.7251,58.667,6145.4,6159.4,25.351,81.73,62.705,54,53.528,50.819,27.951,8.1799,8.2086,19.378,2.308,2.2535,24.556,31.89,13.3997,13.43,14.681,89.705,96.496,105.751,106.25,22.927,1984.4,1985.8,41.313,117.13,7.6,7.5433,44.611,42,42.552,64.792,14.723,4.4946,4.4195,47.556,10.1011,10.939,42.998,42.419,6.3611,0.79631,0.80575,4.6354,2.3895,63.294,64.372,10.907,88.621,91.4,1.5477,1.9871,675,692.26,60.382,20
3.7501,3.6862,59.083,6181.2,6163.6,25.465,81.73,62.705,54,53.299,51.653,29.919,8.2649,8.2086,19.66,2.311,2.2591,24.875,31.89,13.3997,13.3943,14.705,89.705,96.455,105.751,106.25,22.92,1989.5,1994.1,41.233,117.224,7.6,7.5628,44.889,42,42.611,64.931,14.123,4.4939,4.4195,47.778,9.6284,10.939,42.998,42.512,6.4722,0.78956,0.80131,4.434,2.3997,63.294,64.465,10.532,88.662,91.4,1.55083,1.9503,675,682.39,60.535,20
3.7501,3.7196,58.778,6155,6163.6,25.406,81.73,62.663,54,53.42,51.236,28.185,8.2224,8.2221,19.455,2.3232,2.2563,25.361,31.918,13.3997,13.404,14.705,89.705,96.496,105.751,106.25,22.914,1979.3,1998.6,40.903,117.224,7.6,7.6073,45.722,42,42.479,64.653,15.01,4.5015,4.4383,47.833,9.8755,10.939,42.998,42.495,6.4167,0.78555,0.79675,4.2326,2.4132,63.294,64.512,10.309,88.662,91.36,1.55396,1.935,675,685.02,60.396,20
3.7501,3.7279,58.722,6150.2,6167.8,25.375,81.78,62.663,54,53.469,51.153,28.244,8.2139,8.2221,19.465,2.3213,2.2705,25.625,31.946,13.3997,13.461,14.639,89.705,96.496,105.751,106.25,22.907,1987,1998.7,41.021,117.271,7.6,7.5989,45.556,42,42.528,64.861,14.907,4.4925,4.4445,47.722,10.2503,10.939,42.998,42.523,6.4722,0.78155,0.7945,3.9757,2.4299,63.294,64.559,10.083,88.662,91.36,1.5477,1.9242,675,681.38,60.396,20
3.7501,3.7057,58.972,6171.7,6155.3,25.5,81.78,62.663,54,53.167,52.069,29.133,8.3074,8.2582,19.837,2.3365,2.2871,25.889,31.89,13.3997,13.3583,14.722,89.705,96.538,105.751,106.25,22.9,1943.5,1934.7,41.292,117.318,7.6,7.6823,47.278,42,42.066,63.681,14.754,4.4918,4.4567,47.722,9.854,10.939,42.998,42.457,6.3056,0.77743,0.79212,3.6736,2.4345,63.294,64.606,9.854,88.662,91.36,1.53832,1.9464,675,682.11,60.295,20
3.7501,3.7112,58.944,6169.3,6161.5,25.476,81.82,62.663,54,53.483,51.153,28.673,8.2139,8.2691,19.25,2.3399,2.3121,26.056,31.946,13.3997,13.466,14.625,89.705,96.58,105.751,106.25,22.894,1951.2,1939.8,41.118,117.411,7.6,7.6239,46.167,42,42.142,63.889,15.1,4.4911,4.4755,47.5,9.974,10.939,42.998,42.464,6.3056,0.77318,0.78981,3.3472,2.4411,63.294,64.653,9.6222,88.662,91.36,1.53519,1.927,675,677.94,60.313,20
3.7501,3.7418,58.667,6145.4,6151.4,25.417,81.82,62.663,54,53.403,51.486,31.021,8.2479,8.2606,19.132,2.3399,2.3232,26.153,31.918,13.3997,13.379,14.705,89.747,96.58,105.751,106.334,22.717,1969.1,1951.7,41.351,117.411,7.6,7.6517,46.778,42,42.347,64.375,14.836,4.4737,4.4505,47.722,9.5062,10.939,42.998,42.547,6.4167,0.7718,0.78737,3.066,2.4483,63.294,64.653,9.5467,88.662,91.36,1.53832,1.9093,675,679.32,60.226,20
3.7501,3.7307,58.778,6155,6173.8,25.365,81.87,62.663,54,53.823,50.236,28.461,8.1205,8.2638,18.556,2.3385,2.334,26.181,31.89,13.3997,13.3483,14.792,89.747,96.58,105.751,106.334,22.71,1964,1979,40.844,117.411,7.6,7.6935,47.722,42,42.254,64.236,15.072,4.473,4.463,47.556,9.6936,10.939,42.998,42.53,6.4167,0.77055,0.78499,2.7986,2.45,63.294,64.653,9.4712,88.662,91.36,1.55396,1.9423,675,685.75,60.01,20
3.7501,3.7251,58.861,6162.1,6171.7,25.382,81.92,62.663,54,53.424,51.403,28.395,8.2394,8.2691,18.684,2.3452,2.334,26.278,31.918,13.3997,13.415,14.736,89.788,96.621,105.751,106.375,22.621,1958.8,1957.4,41.118,117.505,7.6,7.7213,48.444,42,42.205,64.097,14.915,4.464,4.463,47.389,10.4092,10.939,42.998,42.495,6.3056,0.77193,0.78249,2.6042,2.4513,63.294,64.606,9.5532,88.662,91.36,1.56647,1.9687,675,679.32,60.094,20
3.7501,3.6973,59.139,6186,6163.6,25.5,81.92,62.705,54,53.608,50.903,28.957,8.1884,8.2638,18.215,2.3435,2.3257,26.431,31.89,13.3997,13.43,14.722,89.788,96.705,105.751,106.416,22.529,1958.8,1955.4,41.059,117.505,7.6,7.724,48.722,42,42.198,64.097,15.43,4.455,4.4692,47.056,9.906,10.939,42.998,42.415,6.1389,0.77355,0.78005,2.4896,2.453,63.294,64.559,9.6376,88.662,91.4,1.56334,1.993,675,682.39,59.986,20
3.7501,3.7446,58.694,6147.8,6151.4,25.365,81.92,62.705,54,53.528,51.153,29.003,8.2139,8.272,18.188,2.3452,2.3313,26.5,31.974,13.3997,13.451,14.712,89.83,96.746,105.751,106.458,22.436,1915.4,1916.8,40.826,117.599,7.6,7.8075,50.722,42,41.715,62.917,15.41,4.4459,4.4755,46.611,9.6076,10.939,42.998,42.467,6.1944,0.77218,0.78249,2.2778,2.455,63.294,64.559,9.5673,88.704,91.4,1.58211,1.9791,675,680.65,59.955,20
3.7501,3.7613,58.5,6131.1,6141.5,25.323,81.92,62.746,54,53.5,51.236,27.807,8.2139,8.2553,17.99,2.3365,2.3421,26.375,31.946,13.3997,13.3897,14.753,89.872,96.788,105.751,106.542,22.257,1951.2,1961.4,40.632,117.646,7.6,7.763,50.111,42,42.139,63.958,14.81,4.4279,4.463,46.5,10.0559,10.939,42.998,42.502,6.25,0.7738,0.78005,2.1875,2.4542,63.294,64.512,9.6535,88.704,91.45,1.58837,1.9732,675,678.98,59.927,20
3.7501,3.7418,58.694,6147.8,6149.6,25.316,81.87,62.746,54,53.268,52.069,30.106,8.3074,8.2606,18.167,2.3385,2.356,26.236,31.946,13.3997,13.379,14.778,89.913,96.788,105.751,106.541,22.249,1969.1,1967.2,40.979,117.646,7.6,7.7657,50.389,42,42.295,64.375,15.139,4.4272,4.4692,46.111,10.2697,10.907,42.998,42.45,6.1389,0.77543,0.78005,2.1042,2.4507,63.294,64.465,9.7423,88.704,91.45,1.59462,1.8874,675,679.89,59.868,20
3.7501,3.7529,58.583,6138.2,6137.1,25.323,81.82,62.746,54,53.674,50.819,27.385,8.1799,8.2663,17.58,2.3418,2.3535,26.139,31.89,13.3997,13.3837,14.802,89.913,96.83,105.751,106.541,22.238,1948.6,1964.6,40.67,117.599,7.6,7.7491,50.278,42,42.083,63.819,15.256,4.4258,4.4755,45.778,9.2779,10.907,42.998,42.613,6.4722,0.77418,0.78005,2.0104,2.4502,63.294,64.465,9.6771,88.746,91.45,1.59462,1.9656,675,680.94,59.813,20
3.7501,3.7585,58.528,6133.5,6127.2,25.316,81.82,62.746,54,53.389,51.653,29.856,8.2649,8.2553,17.611,2.3332,2.3588,25.917,31.918,13.3997,13.369,14.823,89.913,96.746,105.751,106.501,22.309,1920.5,1928.9,40.729,117.599,7.6,7.6434,48.278,42,41.774,63.056,15.688,4.4411,4.4692,46,10.5043,10.907,42.998,42.516,6.1944,0.77305,0.71003,3.691,2.4499,63.294,64.465,9.6128,88.746,91.45,1.57273,1.977,675,678.25,59.816,20
